00_007,0.5555001252983198
00_008,0.7453233565916417
00_001,-0.08678863628196942
00_005,-0.2857220021995117
00_004,0.3260160595918322
00_003,-0.29118381711325725
00_002,0.7920074250144138
00_006,-0.7822150972865736
01_002,0.8132149840832745
01_004,0.5555001252983198
01_007,-0.3297482018478499
01_008,-0.12401113600738056
01_001,0.024618991157350112
01_003,0.7846933963100072
01_005,-0.710071177505774
01_006,0.7894016104327977
02_007,-0.2910727961552162
02_002,0.7904813708536225
02_003,0.5555001252983198
02_005,0.6571848578814675
02_006,0.6559704599607468
02_004,0.7502700835657423
02_008,0.731720702003945
02_001,0.7764229122862718
03_005,0.39668375190219396
03_004,0.7639093984564408
03_001,0.7405636196127992
03_006,0.07406850048024927
03_008,0.6850312179774887
03_002,0.796593493484795
03_007,0.595908760618123
03_003,0.7167161385675237
04_001,0.7920424238426214
04_007,0.8105747750628673
04_008,0.6171817821426551
04_004,0.7876617605033852
04_005,0.78861548283782
04_003,0.7924676600742657
04_002,0.768484969589835
04_006,0.796593493484795
05_005,0.6056500356405925
05_004,0.6821988778828141
05_003,0.7926223345672059
05_002,0.8043560476018723
05_006,0.2567871802521138
05_001,0.7932562003863268
05_008,0.7100825619101536
05_007,0.8147146788029329
06_008,0.8007601747144005
06_002,0.7761970841278474
06_006,0.795613401559228
06_005,0.8001806806545895
06_003,0.7550946384425132
06_007,-0.09287222522237393
06_001,0.8145407593661627
06_004,0.792855619034333
07_007,0.8050286882529524
07_008,0.8026335345840655
07_005,0.7704060529649424
07_001,0.8001806806545895
07_003,0.7977806679099051
07_006,0.8145407593661627
07_004,0.8113339501986905
07_002,-0.43702832234012967
08_002,0.8144767952339812
08_004,0.8114246101876148
08_006,0.8096009580861423
08_008,0.8135375550817237
08_007,0.8134483021518454
08_001,0.501426829273347
08_005,0.8122486822119757
08_003,0.8097153858475724
09_004,0.8148956847006201
09_007,0.31916700090610306
09_001,0.813350181297422
09_003,0.8112816651543766
09_002,0.8124825437678549
09_005,0.8137832324215123
09_006,-0.43702832234012967
09_008,0.8142194704569552
10_007,0.8135375550817237
10_001,0.2194196889410921
10_005,0.8150013057977761
10_004,0.8141754860862265
10_008,0.8139756564144647
10_006,0.8135375550817237
10_002,0.8122945606241114
10_003,0.8145329087172445
